label,trades,symbol,family,swing_n,struct_tf,exec_tf,trigger,grid,candidate,split,effective_n,symbols,win_rate,gross_r,median_r,median_gross_r,fee_r,slip_r,funding_r,cost_r,net_r,gross_total_r,net_total_r,profit_factor,pf_gross,max_dd_r,stop_pct_median,cost_over_gross,pct_long,pct_target,pct_stop,ambiguous_pct,hold_median_min,trades_per_day,p_hit_05r,p_hit_1r,p_hit_2r,conf_delay_bars_median,conf_delay_min_median,signal_lag_min_median,disp_atr_median,break_dist_atr_median,bars_between_swings_median,mfe_r_median,t_gross,t_net,gross_ci_low,gross_ci_high,net_ci_low,net_ci_high
C|N2|15m|oneshot|ETHUSD,644,ETHUSD,C,2,15,15,oneshot,primary,C|N2|15m|oneshot,train,575.7,1,0.3416,0.0248,-1.0918,-1.0,0.1198,0.0406,3e-05,0.1604,-0.1356,16.0,-87.3,0.823,1.038,97.2,1.1625,6.458,50.0,34.2,65.8,0.2,231.5,1.83,0.646,0.5,0.3416,2.0,30.0,60.0,0.86,0.366,3.0,1.002,0.414,-2.127,-0.0823,0.1413,-0.2526,-0.0153
C|N2|15m|oneshot|SOLUSD,701,SOLUSD,C,2,15,15,oneshot,primary,C|N2|15m|oneshot,train,656.4,1,0.3438,0.0314,-1.0763,-1.0,0.0992,0.0336,0.00034,0.1332,-0.1018,22.0,-71.4,0.863,1.048,93.4,1.3623,4.244,51.5,34.4,65.6,0.0,258.0,1.99,0.6805,0.5078,0.3438,2.0,30.0,60.0,0.956,0.383,3.0,1.038,0.595,-1.834,-0.0672,0.1298,-0.2062,0.0048
C|N2|15m|oneshot|XRPUSD,681,XRPUSD,C,2,15,15,oneshot,primary,C|N2|15m|oneshot,train,681.0,1,0.3245,-0.0264,-1.0876,-1.0,0.1191,0.0404,-0.00028,0.1591,-0.1856,-18.0,-126.4,0.763,0.961,135.9,1.2073,,47.4,32.5,67.5,0.0,242.0,1.93,0.6696,0.4772,0.3245,2.0,30.0,60.0,0.91,0.423,3.0,0.904,-0.561,-3.824,-0.1145,0.0617,-0.2796,-0.09
C|N2|15m|level|BTCUSD,444,BTCUSD,C,2,15,15,level,primary,C|N2|15m|level,train,440.9,1,0.3649,0.0946,-1.1061,-1.0,0.1806,0.0612,0.00109,0.2429,-0.1483,42.0,-65.8,0.811,1.149,90.7,0.8069,2.568,49.3,36.5,63.5,0.0,381.0,1.26,0.6959,0.5315,0.3626,2.0,30.0,75.0,0.692,0.698,3.0,1.142,1.477,-2.164,-0.0338,0.2162,-0.282,-0.0118
C|N2|15m|level|ETHUSD,523,ETHUSD,C,2,15,15,level,primary,C|N2|15m|level,train,490.3,1,0.3327,-0.0019,-1.078,-1.0,0.099,0.0336,0.00127,0.1339,-0.1358,-1.0,-71.0,0.821,0.997,76.4,1.3728,,49.3,33.3,66.7,0.0,311.0,1.48,0.6386,0.4761,0.3308,2.0,30.0,75.0,0.759,0.686,3.0,0.905,-0.03,-2.034,-0.1281,0.1244,-0.2583,-0.0093
C|N2|15m|level|SOLUSD,575,SOLUSD,C,2,15,15,level,primary,C|N2|15m|level,train,546.0,1,0.3513,0.0539,-1.0658,-1.0,0.0839,0.0284,0.0009,0.1132,-0.0593,31.0,-34.1,0.918,1.083,55.1,1.6409,2.1,51.7,35.1,64.9,0.0,360.0,1.63,0.6904,0.5443,0.3513,2.0,30.0,75.0,0.857,0.684,3.0,1.194,0.906,-1.018,-0.0661,0.1635,-0.1689,0.0564
C|N2|15m|level|XRPUSD,608,XRPUSD,C,2,15,15,level,primary,C|N2|15m|level,train,534.7,1,0.3207,-0.0378,-1.0719,-1.0,0.0989,0.0335,0.00024,0.1327,-0.1705,-23.0,-103.7,0.779,0.944,108.3,1.4573,,47.9,32.1,67.9,0.0,288.5,1.73,0.6546,0.4605,0.3207,2.0,30.0,75.0,0.809,0.655,3.0,0.852,-0.681,-2.912,-0.1414,0.0658,-0.2741,-0.06
C|N2|60m|oneshot|BTCUSD,175,BTCUSD,C,2,60,60,oneshot,primary,C|N2|60m|oneshot,train,175.0,1,0.3657,0.0971,-1.0668,-1.0,0.1012,0.0343,0.00317,0.1387,-0.0416,17.0,-7.3,0.942,1.153,25.4,1.4245,1.428,52.0,36.6,63.4,0.0,1025.0,0.5,0.6743,0.52,0.36,2.0,120.0,240.0,1.011,0.426,3.0,1.07,1.081,-0.435,-0.0747,0.2686,-0.2207,0.1503
C|N2|60m|oneshot|ETHUSD,206,ETHUSD,C,2,60,60,oneshot,primary,C|N2|60m|oneshot,train,198.9,1,0.3398,0.0194,-1.0513,-1.0,0.0616,0.0209,-0.00262,0.0798,-0.0604,4.0,-12.4,0.916,1.029,39.1,2.2179,4.11,52.4,34.0,66.0,0.0,845.0,0.59,0.6699,0.5146,0.335,2.0,120.0,240.0,0.711,0.422,3.0,1.101,0.162,-0.513,-0.2136,0.2524,-0.2816,0.1727
C|N2|60m|oneshot|SOLUSD,224,SOLUSD,C,2,60,60,oneshot,primary,C|N2|60m|oneshot,train,219.9,1,0.3482,0.0446,-1.0494,-1.0,0.0551,0.0187,0.00159,0.0754,-0.0307,10.0,-6.9,0.956,1.068,29.9,2.3825,1.688,48.7,34.8,65.2,0.0,779.5,0.65,0.6562,0.4911,0.3482,2.0,120.0,240.0,0.827,0.374,3.0,0.946,0.538,-0.358,-0.1161,0.2187,-0.1829,0.1446
C|N2|60m|oneshot|XRPUSD,210,XRPUSD,C,2,60,60,oneshot,primary,C|N2|60m|oneshot,train,196.7,1,0.3762,0.1286,-1.0449,-1.0,0.0594,0.0201,0.00259,0.0821,0.0465,27.0,9.8,1.069,1.206,17.2,2.2574,0.639,51.0,37.6,62.4,0.0,941.0,0.6,0.6381,0.4762,0.3762,2.0,120.0,240.0,0.857,0.401,3.0,0.909,1.196,0.444,-0.0714,0.3286,-0.1503,0.2457
C|N2|60m|level|BTCUSD,151,BTCUSD,C,2,60,60,level,primary,C|N2|60m|level,train,151.0,1,0.3974,0.1921,-1.0374,-1.0,0.0883,0.0299,-0.00219,0.1161,0.076,29.0,11.5,1.114,1.319,13.3,1.704,0.605,54.3,39.7,60.3,0.0,1282.0,0.43,0.7086,0.5364,0.3907,2.0,120.0,300.0,0.882,0.846,3.0,1.303,1.786,0.672,-0.0066,0.4106,-0.1423,0.3108
C|N2|60m|level|ETHUSD,220,ETHUSD,C,2,60,60,level,primary,C|N2|60m|level,train,211.8,1,0.3409,0.0227,-1.0482,-1.0,0.0577,0.0196,-0.00228,0.075,-0.0523,5.0,-11.5,0.926,1.034,30.8,2.3549,3.302,53.6,34.1,65.9,0.0,854.5,0.63,0.6591,0.4909,0.3364,2.0,120.0,300.0,0.671,0.51,2.0,0.96,0.229,-0.534,-0.1545,0.2136,-0.2332,0.1339
C|N2|60m|level|SOLUSD,225,SOLUSD,C,2,60,60,level,primary,C|N2|60m|level,train,221.0,1,0.3556,0.0667,-1.0448,-1.0,0.0517,0.0175,0.00169,0.071,-0.0043,15.0,-1.0,0.994,1.103,23.2,2.5761,1.065,52.0,35.6,64.4,0.0,786.0,0.65,0.6844,0.5022,0.3556,2.0,120.0,240.0,0.781,0.484,3.0,1.001,0.769,-0.049,-0.1067,0.24,-0.179,0.169
C|N2|60m|level|XRPUSD,202,XRPUSD,C,2,60,60,level,primary,C|N2|60m|level,train,191.7,1,0.3515,0.0545,-1.0449,-1.0,0.0556,0.0188,0.00298,0.0774,-0.0229,11.0,-4.6,0.967,1.084,27.3,2.6215,1.421,49.5,35.1,64.9,0.0,996.0,0.57,0.6238,0.4653,0.3515,2.0,120.0,240.0,0.668,0.461,3.0,0.874,0.535,-0.222,-0.1386,0.2475,-0.2123,0.1803
C|N3|5m|oneshot|BTCUSD,1336,BTCUSD,C,3,5,5,oneshot,primary,C|N3|5m|oneshot,train,1206.4,1,0.3293,-0.003,-1.24,-1.0,0.3454,0.1171,0.00023,0.4627,-0.4657,-4.0,-622.2,0.525,0.996,622.2,0.4127,,51.2,33.2,66.8,0.0,109.0,3.79,0.6534,0.5045,0.3323,3.0,15.0,30.0,1.156,0.442,4.0,1.013,-0.076,-10.097,-0.0771,0.0689,-0.5521,-0.3786
C|N3|5m|oneshot|ETHUSD,1370,ETHUSD,C,3,5,5,oneshot,primary,C|N3|5m|oneshot,train,1266.2,1,0.3416,0.0248,-1.1459,-1.0,0.1944,0.0659,6e-05,0.2604,-0.2356,34.0,-322.8,0.718,1.038,323.9,0.699,10.493,51.3,34.2,65.8,0.1,101.0,3.88,0.6628,0.4949,0.3409,3.0,15.0,30.0,1.033,0.406,4.0,0.988,0.643,-5.606,-0.0474,0.0971,-0.3154,-0.155
C|N3|5m|oneshot|SOLUSD,1320,SOLUSD,C,3,5,5,oneshot,primary,C|N3|5m|oneshot,train,1271.6,1,0.3561,0.0682,-1.1165,-1.0,0.1499,0.0508,0.00035,0.2011,-0.1329,90.0,-175.4,0.828,1.106,179.8,0.8842,2.949,49.9,35.6,64.4,0.0,122.0,3.75,0.6674,0.5174,0.3561,3.0,15.0,30.0,1.188,0.418,4.0,1.058,1.73,-3.23,-0.0046,0.1477,-0.213,-0.0517
C|N3|5m|oneshot|XRPUSD,1363,XRPUSD,C,3,5,5,oneshot,primary,C|N3|5m|oneshot,train,1269.9,1,0.3441,0.0323,-1.128,-1.0,0.1799,0.061,0.00046,0.2413,-0.2091,44.0,-284.9,0.743,1.049,294.0,0.7776,7.476,48.9,34.4,65.6,0.0,119.0,3.87,0.6816,0.5062,0.3441,3.0,15.0,30.0,1.227,0.409,4.0,1.04,0.799,-5.128,-0.0448,0.1093,-0.2853,-0.1335
C|N3|5m|level|BTCUSD,952,BTCUSD,C,3,5,5,level,primary,C|N3|5m|level,train,785.6,1,0.3214,-0.0263,-1.1977,-1.0,0.2903,0.0984,0.00047,0.3892,-0.4155,-25.0,-395.5,0.556,0.961,393.7,0.5143,,49.6,32.5,67.5,0.0,148.0,2.7,0.6324,0.4926,0.3246,3.0,15.0,35.0,0.973,0.812,4.0,0.985,-0.535,-7.186,-0.1113,0.0588,-0.5175,-0.3114
C|N3|5m|level|ETHUSD,962,ETHUSD,C,3,5,5,level,primary,C|N3|5m|level,train,861.9,1,0.3711,0.1133,-1.0908,-1.0,0.1638,0.0555,0.00048,0.2198,-0.1065,109.0,-102.4,0.863,1.18,127.2,0.9313,1.94,48.9,37.1,62.9,0.1,173.0,2.73,0.6726,0.5114,0.3711,3.0,15.0,35.0,0.935,0.951,4.0,1.105,2.228,-1.846,0.0198,0.21,-0.2131,-0.0012
C|N3|5m|level|SOLUSD,1035,SOLUSD,C,3,5,5,level,primary,C|N3|5m|level,train,870.7,1,0.3749,0.1275,-1.0859,-1.0,0.1304,0.0442,0.00074,0.1753,-0.0478,132.0,-49.4,0.935,1.204,78.1,1.0977,1.375,51.5,37.6,62.4,0.0,169.0,2.94,0.6667,0.5188,0.3758,3.0,15.0,35.0,0.975,0.973,4.0,1.113,2.608,-0.921,0.0377,0.2174,-0.1429,0.0438
C|N3|5m|level|XRPUSD,996,XRPUSD,C,3,5,5,level,primary,C|N3|5m|level,train,916.9,1,0.3494,0.0482,-1.0955,-1.0,0.1509,0.0511,0.00031,0.2023,-0.1541,48.0,-153.5,0.803,1.074,171.7,0.9809,4.198,49.6,34.9,65.1,0.0,160.0,2.83,0.6737,0.501,0.3484,3.0,15.0,35.0,1.06,0.927,4.0,1.012,1.055,-3.228,-0.0392,0.1325,-0.2412,-0.0636
C|N3|15m|oneshot|BTCUSD,432,BTCUSD,C,3,15,15,oneshot,primary,C|N3|15m|oneshot,train,412.8,1,0.3634,0.0903,-1.112,-1.0,0.1836,0.0622,0.0011,0.2469,-0.1566,39.0,-67.7,0.803,1.142,101.4,0.7918,2.735,54.2,36.3,63.7,0.0,375.5,1.23,0.6921,0.5185,0.3634,3.0,45.0,90.0,1.034,0.378,4.0,1.093,1.28,-2.074,-0.0417,0.2292,-0.2946,-0.0057
C|N3|15m|oneshot|ETHUSD,525,ETHUSD,C,3,15,15,oneshot,primary,C|N3|15m|oneshot,train,468.3,1,0.3619,0.0857,-1.0794,-1.0,0.1089,0.0369,-0.00013,0.1457,-0.06,45.0,-31.5,0.918,1.134,47.6,1.3053,1.7,52.0,36.2,63.8,0.0,338.0,1.49,0.6857,0.5486,0.3619,3.0,45.0,90.0,0.968,0.395,4.0,1.189,1.203,-0.837,-0.0457,0.2229,-0.1913,0.0714
C|N3|15m|oneshot|SOLUSD,507,SOLUSD,C,3,15,15,oneshot,primary,C|N3|15m|oneshot,train,479.3,1,0.3511,0.0533,-1.0685,-1.0,0.0842,0.0285,0.00122,0.114,-0.0607,27.0,-30.8,0.916,1.082,63.8,1.6054,2.14,52.5,35.1,64.9,0.0,380.0,1.44,0.6824,0.5325,0.3511,3.0,45.0,90.0,1.138,0.363,4.0,1.185,0.819,-0.872,-0.0651,0.1777,-0.1906,0.0789
C|N3|15m|oneshot|XRPUSD,507,XRPUSD,C,3,15,15,oneshot,primary,C|N3|15m|oneshot,train,500.4,1,0.3235,-0.0296,-1.0721,-1.0,0.095,0.0322,0.00111,0.1283,-0.1579,-15.0,-80.0,0.793,0.956,90.7,1.4705,,47.9,32.3,67.7,0.0,365.0,1.44,0.6824,0.5069,0.3235,3.0,45.0,90.0,1.007,0.394,4.0,1.017,-0.563,-2.971,-0.1302,0.071,-0.2641,-0.0526
C|N3|15m|level|BTCUSD,364,BTCUSD,C,3,15,15,level,primary,C|N3|15m|level,train,364.0,1,0.3571,0.0714,-1.0931,-1.0,0.1512,0.0512,0.00091,0.2033,-0.1319,26.0,-48.0,0.829,1.111,58.6,1.0065,2.847,51.1,35.7,64.3,0.0,450.5,1.03,0.6621,0.5055,0.3544,3.0,45.0,105.0,0.94,0.771,4.0,1.027,1.004,-1.867,-0.0687,0.2115,-0.2682,0.0041
C|N3|15m|level|ETHUSD,432,ETHUSD,C,3,15,15,level,primary,C|N3|15m|level,train,408.3,1,0.3495,0.0486,-1.0643,-1.0,0.0952,0.0323,0.00033,0.1278,-0.0792,21.0,-34.2,0.892,1.075,50.5,1.5814,2.628,51.4,35.0,65.0,0.0,476.0,1.23,0.6921,0.5301,0.3472,3.0,45.0,105.0,0.891,0.761,3.0,1.125,0.634,-1.017,-0.0972,0.1946,-0.2169,0.0768
C|N3|15m|level|SOLUSD,467,SOLUSD,C,3,15,15,level,primary,C|N3|15m|level,train,411.6,1,0.3426,0.0278,-1.0598,-1.0,0.0738,0.025,0.00129,0.1001,-0.0722,13.0,-33.7,0.9,1.042,60.0,1.7963,3.595,54.2,34.3,65.7,0.0,442.0,1.33,0.666,0.5332,0.3426,3.0,45.0,105.0,0.952,0.572,4.0,1.192,0.375,-0.969,-0.1071,0.1692,-0.2028,0.0732
C|N3|15m|level|XRPUSD,448,XRPUSD,C,3,15,15,level,primary,C|N3|15m|level,train,423.3,1,0.3594,0.0781,-1.0537,-1.0,0.086,0.0292,0.00169,0.1169,-0.0387,35.0,-17.4,0.946,1.122,35.0,1.7029,1.496,51.1,35.9,64.1,0.0,449.5,1.27,0.6763,0.5179,0.3594,3.0,45.0,105.0,0.967,0.706,4.0,1.083,1.39,-0.711,-0.029,0.1853,-0.1475,0.0606
C|N3|60m|oneshot|BTCUSD,117,BTCUSD,C,3,60,60,oneshot,primary,C|N3|60m|oneshot,train,117.0,1,0.4017,0.2051,-1.0448,-1.0,0.0808,0.0274,0.0001,0.1082,0.0969,24.0,11.3,1.145,1.343,14.2,1.8177,0.528,47.9,40.2,59.8,0.0,1655.0,0.33,0.7607,0.5812,0.3846,3.0,180.0,360.0,1.241,0.45,3.0,1.293,1.657,0.749,-0.0256,0.4615,-0.1541,0.3629
C|N3|60m|oneshot|ETHUSD,162,ETHUSD,C,3,60,60,oneshot,primary,C|N3|60m|oneshot,train,157.7,1,0.3148,-0.0556,-1.0495,-1.0,0.054,0.0183,0.00038,0.0727,-0.1283,-9.0,-20.8,0.825,0.919,39.3,2.5508,,54.3,31.5,68.5,0.0,1163.0,0.46,0.6605,0.4877,0.3148,3.0,180.0,360.0,0.766,0.368,3.0,0.978,-0.469,-1.113,-0.2782,0.1852,-0.3512,0.0979
C|N3|60m|oneshot|SOLUSD,185,SOLUSD,C,3,60,60,oneshot,primary,C|N3|60m|oneshot,train,180.6,1,0.3027,-0.0919,-1.0483,-1.0,0.0487,0.0165,0.00234,0.0675,-0.1594,-17.0,-29.5,0.786,0.868,40.1,2.714,,49.7,30.3,69.7,0.0,753.0,0.54,0.6108,0.4595,0.3027,3.0,180.0,300.0,1.139,0.364,4.0,0.781,-0.933,-1.56,-0.2703,0.1027,-0.3578,0.0501
C|N3|60m|oneshot|XRPUSD,151,XRPUSD,C,3,60,60,oneshot,primary,C|N3|60m|oneshot,train,138.8,1,0.3576,0.0728,-1.0441,-1.0,0.0541,0.0184,0.00743,0.0799,-0.0071,11.0,-1.1,0.99,1.113,15.4,2.5824,1.097,48.3,35.8,64.2,0.0,1108.0,0.44,0.6821,0.5166,0.3576,3.0,180.0,300.0,0.782,0.417,4.0,1.167,0.629,-0.059,-0.1457,0.2914,-0.2227,0.2249
C|N3|60m|level|BTCUSD,88,BTCUSD,C,3,60,60,level,primary,C|N3|60m|level,train,88.0,1,0.4432,0.3295,-1.0005,-1.0,0.0681,0.0231,-0.00681,0.0843,0.2452,29.0,21.6,1.405,1.592,7.3,2.1002,0.256,54.5,44.3,55.7,0.0,2286.5,0.25,0.8182,0.6477,0.4205,3.0,180.0,420.0,0.964,0.914,3.0,1.458,2.296,1.662,0.0568,0.6031,-0.0283,0.5471
C|N3|60m|level|ETHUSD,174,ETHUSD,C,3,60,60,level,primary,C|N3|60m|level,train,166.7,1,0.3046,-0.0862,-1.0489,-1.0,0.0499,0.0169,0.00091,0.0677,-0.154,-15.0,-26.8,0.793,0.876,38.3,2.7963,,53.4,30.5,69.5,0.0,1321.5,0.5,0.6437,0.4943,0.3046,3.0,180.0,360.0,0.725,0.569,3.0,0.974,-0.842,-1.49,-0.2931,0.1207,-0.3509,0.0513
C|N3|60m|level|SOLUSD,179,SOLUSD,C,3,60,60,level,primary,C|N3|60m|level,train,179.0,1,0.324,-0.0279,-1.0422,-1.0,0.0456,0.0154,0.00313,0.0641,-0.0921,-5.0,-16.5,0.872,0.959,24.8,2.9399,,52.0,32.4,67.6,0.0,993.0,0.52,0.648,0.4749,0.3184,3.0,180.0,300.0,1.023,0.461,4.0,0.934,-0.319,-1.058,-0.1955,0.1401,-0.2602,0.0755
C|N3|60m|level|XRPUSD,136,XRPUSD,C,3,60,60,level,primary,C|N3|60m|level,train,126.0,1,0.375,0.125,-1.0327,-1.0,0.0441,0.0149,0.00623,0.0652,0.0598,17.0,8.1,1.089,1.2,12.5,3.0887,0.522,49.3,37.5,62.5,0.0,1445.5,0.39,0.6985,0.5147,0.3676,3.0,180.0,420.0,0.686,0.507,4.0,1.218,1.122,0.519,-0.0956,0.3235,-0.1626,0.2799
C|N5|5m|oneshot|BTCUSD,907,BTCUSD,C,5,5,5,oneshot,primary,C|N5|5m|oneshot,train,860.9,1,0.3219,-0.0309,-1.2035,-1.0,0.2602,0.0882,0.0006,0.349,-0.3799,-28.0,-344.6,0.584,0.954,347.7,0.5216,,49.9,32.3,67.7,0.0,156.0,2.57,0.6571,0.4906,0.323,5.0,25.0,45.0,1.332,0.436,6.0,0.966,-0.699,-8.113,-0.1136,0.0584,-0.4695,-0.2905
C|N5|5m|oneshot|ETHUSD,899,ETHUSD,C,5,5,5,oneshot,primary,C|N5|5m|oneshot,train,899.0,1,0.3604,0.0812,-1.0992,-1.0,0.1492,0.0506,0.00087,0.2006,-0.1194,73.0,-107.3,0.844,1.127,122.9,0.9423,2.471,51.9,36.0,64.0,0.0,170.0,2.55,0.6919,0.5239,0.3604,5.0,25.0,50.0,1.488,0.485,6.0,1.119,1.873,-2.595,-0.0022,0.168,-0.2074,-0.028
C|N5|5m|oneshot|SOLUSD,990,SOLUSD,C,5,5,5,oneshot,primary,C|N5|5m|oneshot,train,990.0,1,0.3323,-0.003,-1.096,-1.0,0.1245,0.0422,0.00062,0.1673,-0.1704,-3.0,-168.7,0.782,0.995,176.0,1.0727,,52.0,33.2,66.8,0.0,167.5,2.81,0.6576,0.4879,0.3323,5.0,25.0,50.0,1.566,0.423,6.0,0.964,-0.071,-3.994,-0.0909,0.0788,-0.2474,-0.084
C|N5|5m|oneshot|XRPUSD,958,XRPUSD,C,5,5,5,oneshot,primary,C|N5|5m|oneshot,train,958.0,1,0.3434,0.0303,-1.1058,-1.0,0.1427,0.0484,0.0005,0.1916,-0.1614,29.0,-154.6,0.794,1.046,166.1,0.9687,6.331,47.1,34.3,65.7,0.0,171.0,2.72,0.6639,0.4979,0.3434,5.0,25.0,45.0,1.529,0.477,6.0,0.984,0.68,-3.549,-0.0574,0.118,-0.2506,-0.0714
C|N5|5m|level|BTCUSD,594,BTCUSD,C,5,5,5,level,primary,C|N5|5m|level,train,527.1,1,0.3485,0.0505,-1.1238,-1.0,0.2099,0.0712,0.00142,0.2825,-0.232,30.0,-137.8,0.721,1.078,159.1,0.7127,5.594,50.0,35.0,65.0,0.0,234.5,1.69,0.6717,0.5135,0.3502,5.0,25.0,50.0,1.079,0.914,6.0,1.07,0.88,-3.866,-0.0556,0.1566,-0.3447,-0.1216
C|N5|5m|level|ETHUSD,622,ETHUSD,C,5,5,5,level,primary,C|N5|5m|level,train,613.4,1,0.3826,0.1479,-1.0701,-1.0,0.1155,0.0391,0.0013,0.1559,-0.008,92.0,-5.0,0.989,1.24,32.9,1.315,1.054,52.6,38.3,61.7,0.0,279.0,1.77,0.7106,0.5611,0.3826,5.0,25.0,55.0,1.234,1.061,6.0,1.278,2.672,-0.142,0.037,0.2588,-0.1194,0.1001
C|N5|5m|level|SOLUSD,746,SOLUSD,C,5,5,5,level,primary,C|N5|5m|level,train,696.7,1,0.3727,0.118,-1.0673,-1.0,0.1114,0.0378,0.00137,0.1506,-0.0326,88.0,-24.3,0.955,1.188,63.4,1.3763,1.276,51.3,37.3,62.7,0.0,239.0,2.11,0.6702,0.5188,0.3727,5.0,25.0,52.5,1.293,0.896,6.0,1.082,2.192,-0.592,0.0174,0.2225,-0.1417,0.0682
C|N5|5m|level|XRPUSD,778,XRPUSD,C,5,5,5,level,primary,C|N5|5m|level,train,706.3,1,0.3509,0.0527,-1.078,-1.0,0.1194,0.0405,1e-05,0.1599,-0.1072,41.0,-83.4,0.858,1.081,102.9,1.1998,3.034,49.2,35.1,64.9,0.0,237.0,2.21,0.6761,0.4923,0.3509,5.0,25.0,50.0,1.274,0.958,6.0,0.972,1.026,-1.951,-0.0437,0.1453,-0.2093,-0.0036
C|N5|15m|oneshot|BTCUSD,294,BTCUSD,C,5,15,15,oneshot,primary,C|N5|15m|oneshot,train,283.9,1,0.3265,-0.0204,-1.1216,-1.0,0.1489,0.0505,-0.00045,0.199,-0.2194,-6.0,-64.5,0.731,0.97,75.1,0.9223,,53.1,32.7,67.3,0.0,447.0,0.83,0.6429,0.4966,0.3231,5.0,75.0,150.0,1.337,0.482,6.0,0.989,-0.24,-2.445,-0.1837,0.1429,-0.3871,-0.0444
C|N5|15m|oneshot|ETHUSD,349,ETHUSD,C,5,15,15,oneshot,primary,C|N5|15m|oneshot,train,338.3,1,0.3524,0.0573,-1.0619,-1.0,0.0854,0.029,0.00047,0.1149,-0.0575,20.0,-20.1,0.92,1.088,36.7,1.6578,2.004,53.0,35.2,64.8,0.0,550.0,1.0,0.6648,0.5272,0.3524,5.0,75.0,135.0,1.233,0.505,6.0,1.16,0.737,-0.746,-0.0974,0.2034,-0.2018,0.0902
C|N5|15m|oneshot|SOLUSD,347,SOLUSD,C,5,15,15,oneshot,primary,C|N5|15m|oneshot,train,326.1,1,0.3458,0.0375,-1.0547,-1.0,0.0677,0.0229,0.00118,0.0918,-0.0544,13.0,-18.9,0.924,1.057,42.0,1.9823,2.451,54.2,34.6,65.4,0.0,523.0,0.98,0.6542,0.5072,0.3458,5.0,75.0,135.0,1.58,0.493,6.0,1.02,0.434,-0.63,-0.1268,0.2017,-0.2099,0.1117
C|N5|15m|oneshot|XRPUSD,332,XRPUSD,C,5,15,15,oneshot,primary,C|N5|15m|oneshot,train,310.8,1,0.3645,0.0934,-1.053,-1.0,0.0774,0.0262,0.00243,0.1061,-0.0127,31.0,-4.2,0.982,1.147,26.2,1.7904,1.136,51.5,36.4,63.6,0.0,589.0,0.94,0.7199,0.5452,0.3645,5.0,75.0,135.0,1.374,0.445,6.0,1.161,1.192,-0.159,-0.0512,0.238,-0.1638,0.1443
C|N5|15m|level|BTCUSD,254,BTCUSD,C,5,15,15,level,primary,C|N5|15m|level,train,230.2,1,0.3504,0.0512,-1.0884,-1.0,0.1182,0.0401,0.0014,0.1596,-0.1085,13.0,-27.6,0.857,1.079,39.0,1.1864,3.119,55.9,35.0,65.0,0.0,582.0,0.72,0.6535,0.4843,0.3465,5.0,75.0,150.0,1.229,0.951,6.0,0.961,0.576,-1.121,-0.1024,0.2283,-0.2805,0.0706
C|N5|15m|level|ETHUSD,294,ETHUSD,C,5,15,15,level,primary,C|N5|15m|level,train,273.2,1,0.3469,0.0408,-1.0518,-1.0,0.0691,0.0234,0.00029,0.0929,-0.0521,12.0,-15.3,0.927,1.062,37.5,2.0132,2.275,52.7,34.7,65.3,0.0,702.5,0.84,0.6905,0.5408,0.3435,5.0,75.0,165.0,1.178,0.898,6.0,1.133,0.471,-0.585,-0.1224,0.2041,-0.2286,0.1094
C|N5|15m|level|SOLUSD,339,SOLUSD,C,5,15,15,level,primary,C|N5|15m|level,train,339.0,1,0.3333,0.0,-1.0505,-1.0,0.064,0.0217,0.00125,0.087,-0.087,0.0,-29.5,0.88,1.0,46.8,2.2984,2074267920498414.8,51.3,33.3,66.7,0.0,651.0,0.96,0.6785,0.5251,0.3333,5.0,75.0,135.0,1.304,0.799,6.0,1.067,0.0,-1.158,-0.1416,0.1416,-0.2298,0.0648
C|N5|15m|level|XRPUSD,328,XRPUSD,C,5,15,15,level,primary,C|N5|15m|level,train,309.2,1,0.3598,0.0793,-1.0474,-1.0,0.0717,0.0243,0.00268,0.0987,-0.0194,26.0,-6.4,0.972,1.124,24.8,2.0333,1.245,51.5,36.0,64.0,0.0,620.0,0.93,0.7043,0.5427,0.3598,5.0,75.0,150.0,1.221,0.763,6.0,1.216,1.026,-0.24,-0.0671,0.2256,-0.1676,0.139
C|N5|60m|oneshot|BTCUSD,97,BTCUSD,C,5,60,60,oneshot,primary,C|N5|60m|oneshot,train,97.0,1,0.4433,0.3299,-1.0309,-1.0,0.0765,0.0259,0.00343,0.1058,0.2241,32.0,21.7,1.363,1.593,8.8,1.8474,0.321,45.4,44.3,55.7,0.0,1571.0,0.28,0.6495,0.567,0.4124,5.0,300.0,540.0,1.41,0.488,5.0,1.592,2.624,1.754,0.0825,0.5773,-0.0276,0.4635
C|N5|60m|oneshot|ETHUSD,107,ETHUSD,C,5,60,60,oneshot,primary,C|N5|60m|oneshot,train,107.0,1,0.2523,-0.243,-1.0429,-1.0,0.0421,0.0143,-0.00053,0.0559,-0.2989,-26.0,-32.0,0.621,0.675,37.7,3.2522,,62.6,25.2,74.8,0.0,1437.0,0.31,0.5981,0.3925,0.2523,5.0,300.0,540.0,0.96,0.502,5.0,0.674,-2.128,-2.669,-0.4673,-0.0187,-0.5159,-0.0765
C|N5|60m|oneshot|SOLUSD,108,SOLUSD,C,5,60,60,oneshot,primary,C|N5|60m|oneshot,train,108.0,1,0.3333,0.0,-1.0385,-1.0,0.1724,0.0584,0.00198,0.2328,-0.2328,0.0,-25.1,0.736,1.0,35.2,3.3099,,47.2,33.3,66.7,0.0,1406.0,0.31,0.6759,0.4907,0.3333,5.0,300.0,540.0,1.337,0.449,5.5,0.986,0.0,-0.982,-0.2222,0.25,-0.7801,0.1604
